2026-01-06 16:21:01,20
2026-01-06 16:21:02,20
2026-01-06 16:21:02,19
2026-01-06 16:21:03,20
2026-01-06 16:21:04,20
2026-01-06 16:21:05,20
2026-01-06 16:21:06,20
2026-01-06 16:21:06,19
2026-01-06 16:21:06,19
2026-01-06 16:21:06,19
2026-01-06 16:21:06,19
2026-01-06 16:21:06,20
2026-01-06 16:21:06,18
2026-01-06 16:21:06,19
2026-01-06 16:21:06,20
2026-01-06 16:21:06,18
2026-01-06 16:21:06,19
2026-01-06 16:21:07,20
2026-01-06 16:21:07,19
2026-01-06 16:21:08,19
2026-01-06 16:21:09,19
2026-01-06 16:21:10,20
2026-01-06 16:21:10,20
2026-01-06 16:21:11,19
2026-01-06 16:21:12,21
2026-01-06 16:21:13,20
2026-01-06 16:21:13,20
2026-01-06 16:21:14,20
